Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Enjoy All The Comforts In A Newly Renovated House","https://www.airbnb.com/rooms/34464468","34464468","28738-40831","35286","323.73","43","254","36","33","Low","28","Small","2.0","5","484","Entire home","Yes","Midscale","112","4.92","60","No","No","No","Yes","No","No","No","Yes","107","1","260079173","Firm"
"Unique Cottage Hidden In Toronto's Artsy West End","https://www.airbnb.com/rooms/561783461293057659","561783461293057659","29451-41689","36058","303.01","40","298","30","7","Moderate","3","Individual","2.0","4","385","Entire cottage","Yes","Midscale","68","4.94","35","No","No","No","Yes","No","No","No","Yes","107","1","27652861","Strict"
"Prime Fort York Townhouse | Walk To CN Tower | 3BR","https://www.airbnb.com/rooms/1359773552539375158","1359773552539375158","30793-40708","36501","544.79","24","284","35","3","Moderate","1","Individual","3.0","16","396","Entire condo","Yes","Upscale","40","4.39","23","No","No","No","Yes","No","No","No","Yes","106","N/A","502202942","Firm"
"Spacious Downtown TO 3BR Condo Modern Comforts","https://www.airbnb.com/rooms/1519268805355143659","1519268805355143659","33730-40803","36733","422.22","74","118","21","3","None","1","Individual","2.0","7","381","Entire rental unit","Yes","Midscale","26","4.97","32","No","No","No","Yes","No","No","No","Yes","85","1","720937118","Firm"
"Luxury Grand 3BR In Queen West","https://www.airbnb.com/rooms/634918240181155243","634918240181155243","28998-44289","36896","245.97","55","271","46","27","High","28","Moderate","2.5","8","391","Entire home","Yes","Midscale","95","5","12","No","No","Yes","Yes","No","Yes","No","Yes","145","1","165124493","Firm"
"Bright Laneway House","https://www.airbnb.com/rooms/1173178144016710612","1173178144016710612","33556-40847","36964","260.31","98","145","37","4","High","1","Small","1.0","6","320","Entire guesthouse","Yes","Midscale","163","5","52","No","No","No","Yes","No","No","No","Yes","N/A","1","5968591","Moderate"
"Luxury Penthouse LakeviewPool 2K’terrace Fireplace","https://www.airbnb.com/rooms/572301579081048404","572301579081048404","27185-42679","37237","326.64","48","236","4","3","Low","28","Individual","3.0","6","440","Entire condo","Yes","Midscale","130","5","2","No","Yes","No","Yes","Yes","No","No","Yes","359","N/A","9669365","Firm"
"Bright 3BD Penthouse In King West W/ CN Tower View","https://www.airbnb.com/rooms/31462642","31462642","29903-44996","37637","220.1","59","288","30","29","Moderate","28","Small","2.0","6","226","Entire condo","Yes","Midscale","78","4.68","22","No","No","No","Yes","No","No","No","Yes","215","N/A","235663293","Firm"
"Opulent Oasis","https://www.airbnb.com/rooms/1127439994915174476","1127439994915174476","29501-47372","38632","264.61","40","366","61","41","Low","28","Moderate","2.5","8","396","Entire home","Yes","Midscale","N/A","5","2","No","No","Yes","Yes","No","Yes","No","Yes","N/A","N/A","165124493","Limited"
"FIFA RogersCenterMTCC 3BR2BA Parking City & Lakeview","https://www.airbnb.com/rooms/873175084371988771","873175084371988771","32932-43892","39013","534.42","24","305","21","6","High","1","Small","2.0","6","829","Entire serviced apartment","Yes","Upscale","32","4.97","72","No","No","No","Yes","Yes","No","No","Yes","108","1","134602378","Limited"
"Spacious Loft W/ Victorian Charm & Balcony!","https://www.airbnb.com/rooms/2993831","2993831","32139-45399","39115","214.92","72","253","15","40","Low","28","Small","1.5","6","455","Entire rental unit","Yes","Midscale","113","4.76","84","No","No","No","Yes","No","Yes","No","Yes","215","N/A","14761152","Firm"
"3 Bdrms, 2 Floors @ CN Tower","https://www.airbnb.com/rooms/1177694193200103283","1177694193200103283","31766-45711","39173","277.82","45","311","67","4","Moderate","1","Small","1.0","6","359","Entire rental unit","Yes","Midscale","13","4.86","14","No","No","No","Yes","No","Yes","No","Yes","68","N/A","2929374","Flexible"
"Junction Triangle Townhouse - With Rooftop Terrace","https://www.airbnb.com/rooms/780372503886832551","780372503886832551","31684-45153","39300","189.85","74","280","108","8","None","28","Individual","1.5","6","251","Entire townhouse","Yes","Midscale","86","4.97","32","No","No","No","Yes","No","No","No","Yes","151","1","6115388","Moderate"
"Liberty Village | Lux Condo W/ Lake & City Views","https://www.airbnb.com/rooms/808642508419957420","808642508419957420","30657-48780","40059","214.22","61","306","10","36","Moderate","28","Individual","2.0","5","359","Entire condo","Yes","Midscale","60","5","3","No","No","Yes","Yes","No","No","No","Yes","108","N/A","496989651","Firm"
"Serene Home In Harbord Village","https://www.airbnb.com/rooms/908635330757184606","908635330757184606","33954-43962","40245","314.41","74","174","63","5","Low","3","Individual","2.0","5","383","Entire home","Yes","Midscale","192","4.95","60","No","No","No","Yes","No","Yes","No","Yes","106","1","518743314","Strict"
"Stylish 3BR CN Tower Views & Patio Mini Putt!","https://www.airbnb.com/rooms/1523502314752255693","1523502314752255693","35694-46333","41724","485.16","68","126","18","4","None","1","Individual","2.0","8","438","Entire rental unit","Yes","Upscale","14","4.92","25","No","No","No","Yes","No","No","No","Yes","85","N/A","721411403","Firm"
"NEW! 3 Bdrm/Parking/3 Min To MTCC/Rogers Centre","https://www.airbnb.com/rooms/1502493679310301161","1502493679310301161","35443-46906","41859","406.4","55","186","22","7","High","1","Individual","2.0","8","343","Entire rental unit","Yes","Midscale","12","5","19","No","No","No","Yes","No","No","No","Yes","114","1","717110934","Firm"
"Downtown Toronto Annex Home","https://www.airbnb.com/rooms/6149212","6149212","32504-48863","42151","277.31","99","153","70","14","Moderate","4","Individual","1.5","5","396","Entire home","Yes","Midscale","213","4.92","26","No","No","No","Yes","No","No","No","Yes","92","1","11023940","Firm"
"Downtown Toronto 3 Bedrooms (Free Parking)","https://www.airbnb.com/rooms/1284419779855830070","1284419779855830070","35829-48426","42651","250.89","71","239","25","4","None","1","Individual","1.0","8","274","Entire home","No","Midscale","23","4.72","18","No","No","No","Yes","No","No","No","Yes","106","N/A","660949366","Super Strict 30 Days"
"3 Bedroom 2nd Floor Unit Walking Distance To UofT","https://www.airbnb.com/rooms/939872048158159282","939872048158159282","36376-48019","42684","237.13","96","188","54","8","High","5","Individual","1.0","5","251","Entire home","Yes","Midscale","123","4.75","60","No","No","No","Yes","No","No","No","Yes","107","N/A","290316112","Firm"
"3250sq  Luxurious Penthouse In Toronto","https://www.airbnb.com/rooms/1411560555047284945","1411560555047284945","32480-50934","42715","514.64","54","153","13","29","High","28","Small","3.5","8","626","Entire condo","Yes","Upscale","153","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","N/A","N/A","30965917","Flexible"
"*Lakeview*sleeps 11 Near CNTower/Union/MTCC/Rogers","https://www.airbnb.com/rooms/1508283427742351151","1508283427742351151","34853-49219","42981","361.19","66","181","42","5","High","2","Small","2.0","11","471","Entire rental unit","Yes","Midscale","10","5","10","No","Yes","No","Yes","Yes","Yes","No","Yes","143","N/A","685557386","Super Strict 60 Days"
"Cozy 3BR Apartment In Queen West, Downtown Toronto","https://www.airbnb.com/rooms/1187602150053889477","1187602150053889477","37605-47603","43009","142.89","83","363","24","15","High","2","Individual","2.0","6","134","Entire rental unit","Yes","Economy","3","4.46","35","No","No","No","Yes","No","No","No","Yes","107","N/A","564568161","Limited"
"Modern 3-Bed Townhouse Close To CN Tower","https://www.airbnb.com/rooms/1131918705955205869","1131918705955205869","34018-51304","43086","1346.45","13","252","4","8","None","28","Individual","3.0","16","1086","Entire home","Yes","Upscale","28","4","7","No","No","No","Yes","No","No","No","Yes","70","N/A","571616771","Strict"
"Luxury 3-Bedroom Oasis At College & Bathurst!","https://www.airbnb.com/rooms/1053254348224096882","1053254348224096882","36694-49137","43261","330.24","74","178","31","4","Moderate","2","Small","1.5","6","370","Entire home","No","Midscale","85","4.97","35","No","No","No","Yes","No","No","No","No","108","1","552353999","Firm"
"Tranquil Haven","https://www.airbnb.com/rooms/1132613440190507981","1132613440190507981","32918-52776","43343","259.54","46","366","16","37","Moderate","28","Moderate","2.5","8","395","Entire home","Yes","Midscale","N/A","5","1","No","No","Yes","Yes","No","Yes","No","Yes","143","N/A","165124493","Limited"
"Spectacular Modern 3BR Executive Home - Must See!","https://www.airbnb.com/rooms/544214987628123821","544214987628123821","36620-51816","44771","358.17","65","193","17","16","High","2","Individual","2.5","6","436","Entire home","Yes","Midscale","173","4.95","42","No","No","No","Yes","No","No","No","Yes","64","1","441353562","Firm"
"Lovely 3BR Near CN Tower - Patio + Free Parking","https://www.airbnb.com/rooms/1467487640668702821","1467487640668702821","41477-49130","44826","292.98","70","219","23","3","Moderate","1","Individual","1.0","6","292","Entire rental unit","Yes","Midscale","28","4.63","46","No","No","No","Yes","No","No","No","Yes","68","N/A","548860794","Limited"
"Downtown Toronto 3bedrooms (1 Free Parking)","https://www.airbnb.com/rooms/1335170460372004939","1335170460372004939","37281-51846","45449","227.25","58","346","27","6","Moderate","2","Individual","1.0","6","260","Entire home","Yes","Midscale","20","4.42","12","No","No","No","Yes","No","No","No","No","107","N/A","661401102","Super Strict 30 Days"
"Downtown Gem 3bedroom/2bath - Subway5Mins -Accom 8","https://www.airbnb.com/rooms/983311096315523011","983311096315523011","37724-52945","45552","195.5","65","358","19","14","Moderate","5","Small","2.0","8","223","Entire home","Yes","Midscale","8","4.53","34","No","No","No","Yes","No","No","No","Yes","70","N/A","101866217","Firm"
"Gorgeous 3bed,1.5bath Top 2 Levels Of Home, Parkng","https://www.airbnb.com/rooms/47581347","47581347","36538-53870","46157","226.26","66","309","46","13","High","1","Small","1.5","7","241","Entire home","Yes","Midscale","57","4.95","40","No","No","No","Yes","No","No","No","Yes","136","1","51070968","Firm"
"Luxury DT Escape 3Bed2Bath! Pool |Gym |Parking","https://www.airbnb.com/rooms/1465971300703578150","1465971300703578150","35398-55889","46894","279.13","67","249","21","37","None","28","Moderate","2.0","6","385","Entire rental unit","Yes","Midscale","N/A","5","2","No","Yes","No","Yes","Yes","Yes","No","Yes","214","N/A","223699816","Firm"
"Luxury Spacious 3 Bedroom Ossington Strip","https://www.airbnb.com/rooms/1322118460525220715","1322118460525220715","34535-53524","47223","390.27","84","144","54","13","None","2","Individual","3.0","8","573","Entire home","No","Midscale","1","5","3","No","No","No","No","No","No","No","No","73","N/A","669397827","Firm"
"Spacious 3BR Downtown Condo With Patio","https://www.airbnb.com/rooms/1488743865266713240","1488743865266713240","44792-51826","48237","309.21","80","196","15","3","High","1","Individual","2.0","8","298","Entire rental unit","Yes","Midscale","21","4.9","40","No","No","No","Yes","No","No","No","No","84","1","707607813","Firm"
"West Annex 3BR | Open For Long Term | A/C Parking","https://www.airbnb.com/rooms/1437064008292486441","1437064008292486441","38323-58183","48680","306.16","67","236","23","23","High","3","Individual","2.0","5","436","Entire home","Yes","Midscale","50","5","7","No","No","No","Yes","No","No","No","Yes","179","1","308706232","Firm"
"DUNDAS HOUSE - Stunning 3-Storey Townhouse","https://www.airbnb.com/rooms/42229137","42229137","41432-55319","48790","250.21","72","272","34","8","Moderate","2","Individual","1.0","4","293","Entire home","Yes","Midscale","94","4.9","102","No","No","No","Yes","No","No","No","Yes","109","1","7572143","Firm"
"Urban Oasis, 3-Bedroom Apartment At Prime Location","https://www.airbnb.com/rooms/987585937025766752","987585937025766752","45296-55174","48838","213.27","76","303","27","12","High","1","Individual","1.0","8","190","Entire rental unit","Yes","Midscale","63","4.74","90","No","No","No","Yes","No","No","No","Yes","154","N/A","529326026","Limited"
"Stylish 3BR House In Trendy Bloor West • Sleeps 5","https://www.airbnb.com/rooms/969669821945397211","969669821945397211","41203-55687","48980","247.37","64","309","12","11","High","2","Individual","1.5","5","291","Entire home","Yes","Midscale","57","4.85","41","No","No","No","Yes","No","No","No","Yes","64","N/A","534719679","Firm"
"Beautiful House With Backyard","https://www.airbnb.com/rooms/889169842153358819","889169842153358819","41352-54842","49435","237.67","87","239","187","15","Moderate","1","Individual","1.5","5","254","Entire home","Yes","Midscale","127","4.87","55","No","No","No","Yes","No","No","No","Yes","85","1","2463514","Firm"
"A Gorgeous House In Queen West!","https://www.airbnb.com/rooms/1560504","1560504","40688-58062","49623","403.44","69","178","128","23","None","28","Individual","2.0","7","484","Entire home","Yes","Midscale","188","4.92","53","No","No","No","Yes","No","No","No","Yes","72","1","3400584","Firm"
"Spacious + Modern 4 Bed 2 Bath","https://www.airbnb.com/rooms/770943876315842564","770943876315842564","45939-55950","50057","342.86","81","181","18","6","Moderate","1","Individual","2.0","7","366","Entire rental unit","Yes","Midscale","121","4.9","124","No","No","No","Yes","No","No","No","Yes","90","1","489590289","Strict"
"Chic 3BR W/ Parking, King Bed, Full Kitchen, Wifi","https://www.airbnb.com/rooms/1379888697819915189","1379888697819915189","43068-56655","50090","455.36","96","115","51","9","Moderate","3","Small","2.5","4","472","Entire home","Yes","Upscale","210","5","25","No","No","No","Yes","No","No","No","Yes","178","1","671920016","Firm"
"Downtown Toronto Condo 2 Bed 2 Bath 1 Free Parking","https://www.airbnb.com/rooms/1237124723461224349","1237124723461224349","45658-56683","50536","247.73","84","243","45","10","None","2","Individual","2.0","6","335","Entire rental unit","Yes","Midscale","123","4.88","64","No","No","No","Yes","Yes","No","No","Yes","89","1","79939845","Firm"
"Classy & Lux Downtown 2 Bdrm+ Den Condo","https://www.airbnb.com/rooms/29520342","29520342","42078-57422","50537","260.5","80","243","28","8","Low","28","Individual","2.0","5","219","Entire condo","Yes","Midscale","80","4.89","94","No","No","No","Yes","No","Yes","No","Yes","114","N/A","58109629","Firm"
"Luxe Life In  Little Italy Dwtn 3 Bed Open Concept","https://www.airbnb.com/rooms/2988248","2988248","41518-58989","50556","216.98","64","364","31","40","Low","28","Small","2.0","8","446","Entire home","Yes","Midscale","2","4.73","84","No","No","No","Yes","No","Yes","No","Yes","215","N/A","14761152","Firm"
"3BR/CN Tower Views/2 Balc/slps 8","https://www.airbnb.com/rooms/1223389589700183104","1223389589700183104","43192-57600","50790","376.22","56","239","25","20","Moderate","28","Individual","2.0","8","259","Entire condo","Yes","Midscale","115","4.78","18","No","No","No","Yes","Yes","No","No","Yes","96","N/A","596168310","Firm"
"Modern Waterfront Retreat | 3BR W City Views","https://www.airbnb.com/rooms/1540775866985799910","1540775866985799910","43662-57190","51099","608.32","72","116","18","4","High","1","Individual","3.0","10","607","Entire townhouse","Yes","Upscale","26","4.95","22","No","No","No","Yes","No","No","No","No","81","N/A","725101514","Firm"
"New 3 Bedroom In Iconic Kensington Market For 6!","https://www.airbnb.com/rooms/1455946308769168786","1455946308769168786","46597-57886","51126","329.84","67","230","29","8","High","2","Small","1.5","6","313","Entire rental unit","Yes","Midscale","25","4.77","30","No","No","No","Yes","No","No","No","Yes","107","N/A","558560576","Firm"
"Luxury 3-BR Retreat In Downtown Toronto","https://www.airbnb.com/rooms/1390833121757281367","1390833121757281367","47386-57396","51302","324.69","73","215","20","4","High","1","Individual","2.0","6","309","Entire rental unit","Yes","Midscale","109","4.67","30","No","No","No","Yes","No","No","No","No","106","N/A","685595030","Firm"
"Your Friendly Neighbourhood Stay","https://www.airbnb.com/rooms/892937494304800200","892937494304800200","45277-57330","51897","197.33","79","334","71","10","High","2","Individual","1.0","4","222","Entire home","Yes","Midscale","32","4.91","65","No","No","No","Yes","No","No","No","No","89","1","515103482","Firm"
"Queen St W Large CN Tower Terrace 3 Bdrm 1 Parking","https://www.airbnb.com/rooms/54313563","54313563","41279-60593","52147","294.61","61","289","138","16","None","28","Small","2.0","6","508","Entire condo","Yes","Midscale","77","4.81","21","No","No","No","Yes","No","Yes","No","Yes","143","N/A","34304153","Moderate"
"Downtown 3BR Condo W/Parking, Walk To Hotspots","https://www.airbnb.com/rooms/1410828396279990301","1410828396279990301","48502-58669","52819","275.1","91","211","29","13","High","1","Individual","2.0","6","297","Entire condo","Yes","Midscale","95","4.76","33","No","No","No","Yes","No","No","No","Yes","100","N/A","692832573","Limited"
"2-Story City Escape","https://www.airbnb.com/rooms/1465000027006414129","1465000027006414129","47687-61058","54037","465.84","54","215","46","4","Moderate","1","Individual","3.0","8","436","Entire rental unit","Yes","Upscale","30","4.64","22","No","No","No","Yes","No","No","No","Yes","93","N/A","660933329","Firm"
"Roomy South Parkdale Home","https://www.airbnb.com/rooms/1157532917244965755","1157532917244965755","49991-62520","55229","317.41","64","271","73","6","Moderate","2","Small","1.0","8","365","Entire home","Yes","Midscale","95","4.96","53","No","No","No","Yes","No","Yes","No","Yes","N/A","1","40748609","Firm"
"Prestige 3BR · Luxury Living In Queen West","https://www.airbnb.com/rooms/1400891067424501869","1400891067424501869","46897-63383","55748","480.59","49","235","30","5","Moderate","2","Small","2.5","8","547","Entire home","Yes","Upscale","34","4.75","16","No","No","No","Yes","No","Yes","No","Yes","107","N/A","669397827","Firm"
"3Bed 2Bath Downtown Toronto Condo W/Parking","https://www.airbnb.com/rooms/660818638500627176","660818638500627176","52744-65765","56936","508.36","31","356","59","4","High","2","Individual","2.0","6","591","Entire condo","Yes","Upscale","10","4.95","104","No","No","No","Yes","No","No","No","Yes","185","1","49657866","Limited"
"Stunning 3BR Home Downtown, Award Winning Bathroom","https://www.airbnb.com/rooms/1287000203640427020","1287000203640427020","43253-68573","57103","218.79","93","282","11","24","Moderate","28","Small","2.5","6","359","Entire home","Yes","Midscale","84","5","6","No","No","No","Yes","No","No","No","Yes","69","1","143053040","Firm"
"Trinity Bellwoods Open-Concept Century Home","https://www.airbnb.com/rooms/49316548","49316548","48420-66942","57928","399.5","48","299","24","9","None","5","Individual","3.0","6","524","Entire home","Yes","Midscale","45","5","60","No","No","Yes","Yes","No","Yes","No","Yes","106","1","3333922","Firm"
"Modern 3-BR Detached Home Near Downtown And Subway","https://www.airbnb.com/rooms/1004515665713807980","1004515665713807980","48478-67140","58317","235.15","81","305","75","19","High","4","Individual","2.0","7","351","Entire home","Yes","Midscale","61","4.97","33","No","No","No","Yes","No","No","No","No","142","1","580472","Firm"
"Historic Edwardian Gem In Downtown Toronto","https://www.airbnb.com/rooms/691220523736304344","691220523736304344","52274-64793","58728","232.13","75","337","18","15","Moderate","3","Small","1.0","3","289","Entire rental unit","Yes","Midscale","29","4.84","85","No","No","No","Yes","No","No","No","Yes","N/A","N/A","3799181","Limited"
"Chic Urban In Ossington Village","https://www.airbnb.com/rooms/43332412","43332412","48003-69211","59301","247.09","72","335","40","9","None","3","Small","1.0","4","373","Entire home","Yes","Midscale","31","4.96","49","No","No","No","Yes","No","Yes","No","Yes","89","1","94329799","Limited"
"Beautiful 3 BR Home • Trendy Queen West • Sleeps 6","https://www.airbnb.com/rooms/23164401","23164401","50720-66341","59457","450.43","78","169","34","4","Moderate","90","Individual","2.0","6","450","Entire home","Yes","Midscale","197","4.9","117","No","No","No","Yes","No","No","No","Yes","65","1","172196038","Firm"
"5 Beds Condo Rooftop Pool","https://www.airbnb.com/rooms/1466982543906897743","1466982543906897743","50278-67985","60014","500.11","57","209","10","5","High","30","Small","2.0","10","534","Entire rental unit","Yes","Upscale","29","4.41","17","No","Yes","No","Yes","Yes","Yes","No","Yes","71","N/A","426075802","Super Strict 30 Days"
"3BR, 2BA Spacious King W Townhouse","https://www.airbnb.com/rooms/1492026526605280161","1492026526605280161","51362-68118","61402","367.68","91","184","39","11","High","2","Individual","2.0","6","425","Entire townhouse","Yes","Midscale","22","4.95","19","No","No","No","Yes","No","No","No","Yes","N/A","1","87177481","Firm"
"Vista Spacious Condo Near Rogers Centre","https://www.airbnb.com/rooms/1252823699555714737","1252823699555714737","51087-70768","61689","365.02","59","287","27","5","Low","28","Small","2.0","6","480","Entire condo","Yes","Midscale","22","4.94","16","No","No","No","Yes","No","Yes","No","Yes","64","1","653782641","Firm"
"Dt Toronto 3 Bdrm 1 Parking","https://www.airbnb.com/rooms/1055234366475751842","1055234366475751842","58688-69729","63056","354.25","66","271","96","4","High","2","Small","2.0","6","403","Entire home","Yes","Midscale","95","4.74","72","No","No","No","Yes","No","Yes","No","Yes","142","N/A","34304153","Flexible"
"Bright And Spacious Victorian. Central Location.","https://www.airbnb.com/rooms/1162302036758648362","1162302036758648362","56203-70404","63262","283.69","69","323","70","11","Moderate","1","Small","2.5","6","300","Entire home","Yes","Midscale","43","5","43","No","No","No","Yes","No","Yes","No","No","177","1","510435205","Firm"
"Family Oasis Dundas & Ossington","https://www.airbnb.com/rooms/910064960466434009","910064960466434009","53521-70779","63337","295.97","69","311","45","8","High","3","Individual","1.0","6","377","Entire home","Yes","Midscale","46","4.9","63","No","No","No","Yes","No","Yes","No","Yes","99","1","8157517","Firm"
"John & Bren's Queen West 3 Bedroom Townhouse","https://www.airbnb.com/rooms/96336","96336","58337-72942","64798","291.88","100","222","104","10","Low","1","Individual","2.0","5","347","Entire townhouse","Yes","Midscale","144","4.93","179","No","No","No","Yes","No","No","No","Yes","85","1","511506","Firm"
"The Ossington 3BR 2Baths","https://www.airbnb.com/rooms/1041308270484632400","1041308270484632400","59869-75469","67061","549.68","51","239","60","7","Low","2","Small","2.0","10","550","Entire townhouse","Yes","Upscale","127","4.85","60","No","No","No","Yes","No","No","No","No","177","1","283097994","Strict"
"Unique Home In Queen West W Sunroom And Backyard!","https://www.airbnb.com/rooms/18034395","18034395","59448-76797","67649","460.2","57","258","41","5","High","1","Small","2.0","6","400","Entire townhouse","Yes","Upscale","108","4.97","108","No","No","No","Yes","No","No","No","Yes","107","1","31422369","Firm"
"Spacious & Modern 3BR Home • Private Backyard","https://www.airbnb.com/rooms/1013103509244081285","1013103509244081285","59156-78507","68741","297.58","66","349","15","6","High","2","Individual","3.0","6","300","Entire home","Yes","Midscale","17","4.86","43","No","No","No","Yes","No","No","No","Yes","64","N/A","543990599","Firm"
"Ent District 3 Bedroom + 2Bath + Parking+ CN Tower","https://www.airbnb.com/rooms/959032214815689510","959032214815689510","64028-75459","69166","241.84","83","345","21","14","High","1","Individual","2.0","6","255","Entire condo","Yes","Midscale","21","4.77","87","No","No","No","Yes","No","No","No","No","143","1","496407757","Limited"
"Fashion District 2 BRDM + Den + Free Parking, MTCC","https://www.airbnb.com/rooms/917558492415040391","917558492415040391","57647-78312","69307","284.05","76","323","73","25","High","4","Individual","2.0","6","379","Entire condo","Yes","Midscale","43","4.8","35","No","No","No","Yes","No","No","No","Yes","214","N/A","520890406","Firm"
"NEW! Walk To Rogers Centre/CN Tower/Free Parking","https://www.airbnb.com/rooms/1416093208476314515","1416093208476314515","63497-77678","69410","387.76","64","280","39","4","High","1","Individual","2.0","7","343","Entire rental unit","Yes","Midscale","26","4.96","28","No","No","No","Yes","No","No","No","Yes","107","1","694277948","Firm"
"World Cup Sleeps 6 + AGO +TTC + Trinity Bellwoods","https://www.airbnb.com/rooms/1089875121603673565","1089875121603673565","63900-79122","70889","289.34","69","353","19","13","High","1","Moderate","2.0","6","272","Entire home","Yes","Midscale","13","4.74","50","No","No","No","Yes","No","Yes","No","Yes","128","N/A","10608778","Super Strict 30 Days"
"Luxury 3BR Condo In The DT Core W Parking!","https://www.airbnb.com/rooms/1445660775721791421","1445660775721791421","61766-76672","70988","367.81","86","225","47","4","High","1","Individual","3.0","6","348","Entire rental unit","Yes","Midscale","46","4.79","67","No","No","No","Yes","No","No","No","No","71","1","695576647","Firm"
"Chic & Unique, 3 Bedroom House","https://www.airbnb.com/rooms/1147055558613355048","1147055558613355048","52757-86290","71186","225.27","87","363","22","27","Moderate","28","Moderate","3.0","6","344","Entire home","Yes","Midscale","3","5","1","No","No","No","Yes","No","No","No","Yes","128","N/A","1684087","Flexible"
"Luxe 5bd Unit Sleeps 11 - Hospitals/MTCC/TTC/ACC","https://www.airbnb.com/rooms/1399455539357055025","1399455539357055025","62988-80982","72179","359.1","74","273","33","16","High","2","Individual","2.0","11","409","Entire rental unit","Yes","Midscale","51","5","21","No","No","No","Yes","No","Yes","No","Yes","158","1","688674323","Super Strict 60 Days"
"* Modern 2+2 Condo Downtown TO *","https://www.airbnb.com/rooms/1181168840249662049","1181168840249662049","67906-80030","73355","300.63","84","291","27","8","None","2","Individual","2.0","6","303","Entire rental unit","Yes","Midscale","52","4.96","54","No","No","No","Yes","No","No","No","Yes","54","1","2278676","Firm"
"Luxury Lakeview 3BR+2BA Condo • Subway & BMO Field","https://www.airbnb.com/rooms/38437485","38437485","64575-82298","73737","501.61","45","330","81","5","None","3","Individual","2.0","6","510","Entire condo","Yes","Upscale","36","4.96","172","No","No","No","Yes","No","No","No","Yes","122","1","281004951","Flexible"
"2 Parking Spots | King Bed | Trinity Bellwoods","https://www.airbnb.com/rooms/1350221522307970655","1350221522307970655","68653-82158","74151","452.14","80","206","16","4","High","1","Individual","2.0","6","564","Entire guest suite","Yes","Upscale","118","4.92","36","No","No","No","Yes","No","No","No","Yes","104","1","677224441","Firm"
"Stunning CN Tower View - 3 Beds - Outdoor Dining","https://www.airbnb.com/rooms/1176458772969832337","1176458772969832337","68872-81072","74379","359.32","59","352","60","4","High","1","Individual","2.0","6","313","Entire rental unit","Yes","Midscale","14","4.88","56","No","No","No","Yes","No","No","No","Yes","100","N/A","579936906","Firm"
"3 Floor Apt. In House. Tree-lined St.  Great Area!","https://www.airbnb.com/rooms/945561169863819298","945561169863819298","63356-83219","75075","333.67","74","304","34","5","Low","3","Individual","1.0","6","406","Entire rental unit","Yes","Midscale","44","5","60","No","No","No","Yes","No","No","No","Yes","89","1","528426669","Firm"
"Comfy, Cozy Place To WFH | Close To UofT/Hospitals","https://www.airbnb.com/rooms/42995009","42995009","68441-82338","76547","307.42","74","336","50","3","High","1","Small","1.5","6","319","Entire rental unit","Yes","Midscale","30","4.84","327","No","No","No","Yes","No","No","No","Yes","85","1","18483787","Flexible"
"Modern Waterfront Comfort Condo With City Views","https://www.airbnb.com/rooms/1447173589529944664","1447173589529944664","67755-83118","77138","363.86","86","247","26","3","High","1","Individual","2.0","8","329","Entire rental unit","Yes","Midscale","24","4.85","84","No","No","No","Yes","No","No","No","No","68","1","695973333","Firm"
"Executive Home Heart Of Toronto Restyled W/Parking","https://www.airbnb.com/rooms/29653958","29653958","66581-84551","77225","476.7","45","363","70","6","High","3","Individual","1.5","9","527","Entire home","Yes","Upscale","3","4.86","92","No","No","No","Yes","No","Yes","No","Yes","129","N/A","5376596","Strict"
"Modern 3BR Home - Heart Of Downtown Toronto!","https://www.airbnb.com/rooms/1103874716192735505","1103874716192735505","66168-88107","77397","492.98","54","293","11","12","Moderate","2","Individual","1.5","5","578","Entire townhouse","Yes","Upscale","8","4.97","38","No","No","No","Yes","No","No","No","No","107","1","82295327","Firm"
"Sonder At Artesa | 3BR Apartment W/ Balcony","https://www.airbnb.com/rooms/871602981613286221","871602981613286221","64631-89682","77930","478.1","73","224","44","4","High","1","Moderate","2.0","6","570","Entire rental unit","No","Upscale","22","4.76","33","No","No","No","Yes","No","No","No","Yes","N/A","N/A","301014754","Limited"
"Fabulous 2-Storey Loft In King West With Parking","https://www.airbnb.com/rooms/13534060","13534060","67224-88552","79679","637.43","46","269","13","6","Moderate","2","Individual","2.0","5","590","Entire loft","Yes","Upscale","62","4.91","127","No","No","No","Yes","No","No","No","Yes","107","1","25812121","Strict"
"Revival House-Cozy Townhome With Patio, EV Charger","https://www.airbnb.com/rooms/856761155649921843","856761155649921843","67730-88908","80269","403.36","91","218","49","9","High","3","Individual","2.0","6","354","Entire home","Yes","Midscale","148","4.7","64","No","No","Yes","Yes","No","No","No","Yes","251","N/A","415703483","Super Strict 30 Days"
